slug,title,description,type,level,body_part,equipment_required,lugar_entrenamiento,met,ranking_score,rating,rating_desc
fyr-push-up,FYR Push-Up,"The push-up is a popular bodyweight exercise that is commonly used in military and tactical physical fitness tests. It’s a classic movement to build upper-body muscle and strength, emphasizing the chest, triceps, and shoulders, but also working the upper back and core.",Fuerza,Intermedio,Pecho,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
frog-push-up,Frog push-up,"The frog push-up is an advanced push-up variation that is performed with the legs bent and butt in the air. It heavily targets the triceps and shoulders, but is also quite challenging to the core.",Fuerza,Intermedio,Pecho,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
wide-push-up-plank-hold,Wide push-up plank hold,"The wide push-up plank hold is a full-body exercise targeting the core. Because the arms aren't directly under the body, it can be more difficult than traditional push-up planks, especially for the upper back and chest, but also for the core.",Fuerza,Intermedio,Pecho,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
close-push-up,Close push-up,"The close push-up is an upper-body exercise that targets the chest, triceps, and shoulders. The close hand position places more emphasis on the triceps.",Fuerza,Intermedio,Pecho,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
push-up-gethin-variation,Push-Up - Gethin Variation,"The push-up is a popular bodyweight exercise that is commonly used in military and tactical physical fitness tests. It’s a classic movement to build upper-body muscle and strength, emphasizing the chest, triceps, and shoulders, but also working the upper back and core.",Fuerza,Intermedio,Pecho,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-incline-push-up-on-chair,HM Incline Push-Up On Chair,,Fuerza,Intermedio,Pecho,['Banco'],['Casa'],5.0,0.467,,
hm-push-up,HM Push-Up,,Fuerza,Intermedio,Pecho,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-push-plank,HM Push-Plank,,Fuerza,Intermedio,Pecho,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
am-chest-dips,AM Chest Dips,The chest dip is a chest-building exercise in which the lifter hangs between two parallel handles. Leaning the torso slightly forward shifts the emphasis from the triceps to the chest.,Fuerza,Intermedio,Pecho,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
push-up,Push-up,"The push-up is a popular bodyweight exercise that is commonly used in military and tactical physical fitness tests. It’s a classic movement to build upper-body muscle and strength, emphasizing the chest, triceps, and shoulders, but also working the upper back and core.",Fuerza,Intermedio,Pecho,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
up-push-up,UP Push-up,"The push-up is a popular bodyweight exercise that is commonly used in military and tactical physical fitness tests. It’s a classic movement to build upper-body muscle and strength, emphasizing the chest, triceps, and shoulders, but also working the upper back and core.",Fuerza,Intermedio,Pecho,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
un-push-up,UN Push-Up,,Fuerza,Intermedio,Pecho,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
uns-foam-roll-pecs,UNS Foam Roll Pecs,,Fuerza,Intermedio,Pecho,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
un-hands-elevated-push-up,UN Hands Elevated Push-Up,,Fuerza,Intermedio,Pecho,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-seal-drag-to-push-up,Holman Seal Drag to Push-Up,,Fuerza,Intermedio,Pecho,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-hand-elevated-push-up-with-hand-row,Holman Hand-Elevated Push-Up with Hand Row,,Fuerza,Intermedio,Pecho,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-push-up,Holman Push-Up,,Fuerza,Intermedio,Pecho,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-slow-hips-up-chest-press,Holman Slow Hips-Up Chest Press,,Fuerza,Intermedio,Pecho,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-jump-out-push-up-with-hand-hop-back,Holman Jump-Out Push-Up with Hand Hop Back,,Fuerza,Intermedio,Pecho,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-froggy-push-up-to-donkey-kick,Holman Froggy Push-Up to Donkey Kick,,Fuerza,Intermedio,Pecho,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-push-up-to-sit-back,Holman Push-Up to Sit Back,,Fuerza,Intermedio,Pecho,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-sit-back-push-up,Holman Sit Back Push-Up,,Fuerza,Intermedio,Pecho,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-alternating-staggered-push-up,Holman Alternating Staggered Push-Up,,Fuerza,Intermedio,Pecho,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-foot-up-diving-push-up,Holman Foot-Up Diving Push-Up,,Fuerza,Intermedio,Pecho,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-narrow-push-up,Holman Narrow Push-Up,,Fuerza,Intermedio,Pecho,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-dynamo-push-up,Holman Dynamo Push-Up,,Fuerza,Intermedio,Pecho,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-jump-to-push-up,Holman Jump to Push-Up,,Fuerza,Intermedio,Pecho,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-foot-elevated-push-up,Holman Foot-Elevated Push-Up,,Fuerza,Intermedio,Pecho,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-feet-elevated-push-up,Holman Feet-Elevated Push-Up,,Fuerza,Intermedio,Pecho,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
total-fitness-plyo-push-up,Total Fitness Plyo Push-Up,"The plyo push-up is a bodyweight exercise aimed at increasing upper-body power and strength. It targets the muscles of the chest, triceps, and shoulders, and can be trained in low reps for power and strength, or higher reps for conditioning.",Fuerza,Intermedio,Pecho,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
scapular-push-up,Scapular push-up,"The scapular push-up is an upper-body exercise aimed at increasing the stability of the scapulae and mobility in the shoulders. It is often performed as part of a dynamic warm-up before an upper-body workout, or as part of a mobility session.",Fuerza,Intermedio,Pecho,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
king-maker-push-up,King Maker Push-up,"The push-up is a popular bodyweight exercise that is commonly used in military and tactical physical fitness tests. It’s a classic movement to build upper-body muscle and strength, emphasizing the chest, triceps, and shoulders, but also working the upper back and core.",Fuerza,Intermedio,Pecho,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
warrior-push-up,Warrior push-up,"The warrior push-up is a series of push-up and plank variations combined into a single sequence. They include a Judo push-up, plank, side plank, mountain climber, diamond push-up, and regular push-up. Done together, they tax the upper-body muscles from different angles and increase time under tension for the entire body.",Fuerza,Intermedio,Pecho,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
taylor-roll-over-push-up,Taylor Roll-Over Push-Up,,Fuerza,Intermedio,Pecho,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
taylor-one-arm-push-up-slow-negative,Taylor One-Arm Push-Up Slow Negative,,Fuerza,Intermedio,Pecho,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
30-chest-push-up-to-isometric-hold,30 Chest Push-Up To Isometric Hold,,Fuerza,Intermedio,Pecho,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
30-chest-push-up,30 Chest Push-Up,,Fuerza,Intermedio,Pecho,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
30-chest-bench-push-up,30 Chest Bench Push-Up,,Fuerza,Intermedio,Pecho,['Banco'],['Casa'],5.0,0.467,,
metaburn-3-phase-push-up,MetaBurn 3-Phase Push-Up,,Fuerza,Intermedio,Pecho,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
metaburn-fast-feet-to-push-up,MetaBurn Fast Feet To Push-Up,,Fuerza,Intermedio,Pecho,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
metaburn-judo-push-up-to-pike-push-up,MetaBurn Judo Push-Up To Pike Push-Up,,Fuerza,Intermedio,Pecho,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
metaburn-pike-push-up,MetaBurn Pike Push-Up,,Fuerza,Intermedio,Pecho,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
metaburn-push-up-to-frogger,MetaBurn Push-Up To Frogger,,Fuerza,Intermedio,Pecho,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
metaburn-push-up-with-hand-side-step,MetaBurn Push-Up With Hand Side-Step,,Fuerza,Intermedio,Pecho,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
metaburn-push-up-with-hand-up-rotation,MetaBurn Push-Up With Hand-Up Rotation,,Fuerza,Intermedio,Pecho,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
metaburn-sphinx-push-up,MetaBurn Sphinx Push-Up,,Fuerza,Intermedio,Pecho,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
metaburn-spiderman-push-up,MetaBurn Spiderman Push-Up,,Fuerza,Intermedio,Pecho,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
roberston-push-up-to-down-dog,Roberston Push-up to Down Dog,,Fuerza,Intermedio,Pecho,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
fyr2-push-up-breakdancer-shoulder-tap-complex,FYR2 Push-Up-Breakdancer-Shoulder-Tap Complex,,Fuerza,Intermedio,Pecho,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
acft-hand-release-push-up,ACFT Hand-release push-up,"The hand-release push-up is a variation of the push-up, a popular bodyweight exercise commonly used in military and tactical physical fitness tests. It’s a movement to build upper-body strength and endurance, emphasizing the chest, triceps, and shoulders, but also working the upper back and core. This specific exercise is part of the new Army Combat Fitness Test or ACFT.",Fuerza,Intermedio,Pecho,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
1-5-rep-push-up,1.5-rep push-up,"The 1.5-rep push-up is a more difficult variation of the push-up, commonly used to train for military and tactical physical fitness tests. It builds upper-body muscle and strength, emphasizing the chest, core, upper back, triceps, and shoulders.",Fuerza,Intermedio,Pecho,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
acft-triple-clap-push-up,ACFT Triple-clap push-up,"The triple-clap push-up is an explosive bodyweight exercise aimed at increasing upper-body power and strength. It is an advanced exercise targeting the muscles of the chest, triceps, core, and shoulders.",Fuerza,Intermedio,Pecho,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
acft-superman-push-up,ACFT Superman push-up,"The Superman push-up is an explosive bodyweight exercise aimed at increasing upper-body power and strength. It is an advanced exercise targeting the muscles of the chest, triceps, shoulders, and core that involves pressing up off the floor and lifting the hands and feet off the ground simultaneously at the top of the movement.",Fuerza,Intermedio,Pecho,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
cross-over-push-up,Cross-over push-up,The cross-over push-up is a variation of the push-up that adds a degree of difficulty by stepping over a small box or step between repetitions. It can be performed for time or for reps and creates a greater core stabilization challenge by forcing the core muscles to maintain the a neutral spine throughout the movement.,Fuerza,Intermedio,Pecho,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
leverage-incline-chest-press,Leverage Incline Chest Press,,Fuerza,Principiante,Pecho,['Banco'],['Casa'],5.0,0.467,8.6,Average
butterfly,Butterfly,"The machine chest fly is an exercise targeting the chest. The motion is often compared to bear-hugging a tree trunk. In chest workouts, this exercise often follows compound moves such as the bench press.",Fuerza,Intermedio,Pecho,"['Banco', 'Barra', 'Máquina']",['Gimnasio'],5.0,0.567,8.5,Average
leverage-chest-press,Leverage Chest Press,The machine chest press is an upper body exercise targeting the pectoral muscles.,Fuerza,Principiante,Pecho,['Máquina'],['Gimnasio'],5.0,0.467,8.5,Average
decline-smith-press,Decline Smith Press,"The Smith machine decline bench press is a machine-based exercise targeting the chest muscles, particularly the lower pectoral muscles. The Smith machine mimics a barbell but provides more stability. This movement is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of a chest or upper-body workout.",Fuerza,Principiante,Pecho,"['Banco', 'Barra', 'Máquina']",['Gimnasio'],5.0,0.567,8.4,Average
smith-machine-bench-press,Smith machine bench press,"The Smith machine bench press is a machine-based movement targeting the chest. The Smith machine mimics a barbell but provides more stability. This movement can be programmed in low reps for strength or higher reps for muscle and strength endurance. It is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of a chest or upper-body focused workout.",Fuerza,Intermedio,Pecho,"['Banco', 'Barra', 'Máquina']",['Gimnasio'],5.0,0.567,8.3,Average
